year,ppi,isic4,output_IV,Z_input,apparent_consumption,change_IP,ls_pre_filled,post2016,HHI_dom,inv_mu_j,mu_j,ln_mu_j,d_inv_mu_j,d_ln_mu_j,n_firms,dom_j,within_inv_mu,between_inv_mu,entry_inv_mu,exit_inv_mu,neg_exit_inv_mu,decomp_total_j,decomp_gap_j,dom_M,S_j,L_S_j,dS_j,S_bar_j,inv_mu_bar_j,ln_mu_lag_j,dln_dom_j,inv_mu_M,mu_M,ln_mu_M,d_inv_mu_M,d_ln_mu_M,c_mfg_total_invmu,c_mfg_within_firm,c_mfg_between_firm,c_mfg_entry,c_mfg_exit,c_mfg_between_sector,c_mfg_decomp_sum,c_mfg_decomp_gap,c_BF_AE_mu,valid_sector_bfs,w_sector_valid,wden_sector,wS_bfs,mean_lnmu_sec,mean_dlny_sec,bfs_sector_cov_contrib,bfs_firm_cov_contrib,bfs_firm_within_sector_cov
2017,289.04999,1104,,,2305632.8,,.76189315,1,.068308719,.4524458574558518,2.210209207402406,.7930871750322984,-.2276482330797671,.4075630530830185,19,54573422.87109375,.0234288910439146,-.1616582696429065,.0068150366335786,.0962338911143537,-.0962338911143537,-.227648233079767,-5.55111512313e-17,33110351575.41279,.0016482284323317,.0018997034553772,-.0002514750230455,.0017739659438545,.5662699739957353,.3855241219492799,-.2062811571119418,.6964436494116977,1.435866348763067,.3617683944025606,-.0145608335667223,.0206918503773735,-.0005462429674227,.0000415620548142,-.000286776264889,.0000120896428941,-.0001707156454815,-.0001424027547606,-.0005462429674227,-1.08420217249e-19,-.0007742489402259,1,.0018997034553772,.9999969061919777,.0018997093327132,.3641137588137997,-.1394129161899887,-2.71976316810e-06,-.0000170818918447,-.0000254246311405
2018,328.9675,1104,,,,,.76189315,1,.13017908,.514043102311469,1.945362160300091,.665448160405644,.0615972448556172,-.1276390146266544,15,61206482.9609375,-.0198123544951097,.0447696961937845,.0721614269266542,.0355215237697118,-.0355215237697118,.0615972448556171,3.46944695195e-17,22593021692.82323,.0027090879561444,.0016482284323317,.0010608595238128,.0021786581942381,.4832444798836604,.7930871750322984,.1147061110005083,.6855391816725854,1.458705828542418,.377549623812213,-.0109044677391122,.0157812294096523,.0006468538510617,-.0000431643484679,.0000975378654661,.0001572150840817,-.0000773892588327,.0005126545088145,.0006468538510617,1.08420217249e-19,.0002103782529825,1,.0016482284323317,.9998832927146301,.0016484208150502,.3763055049511462,-.5052536225365065,.00042593191545,-.0000290848517944,-.0000370143046066
2019,396.44168,1104,,,,,.76189315,1,.21671654,.5461964306786232,1.830843161603138,.6047766047888145,.0321533283671542,-.0606715556168296,15,63636155.26074219,-.0172732605159146,.0534901794039531,.0093781153747036,.0134417058955878,-.0134417058955878,.0321533283671542,3.46944695195e-17,19451951218.6379,.0032714535701575,.0027090879561444,.000562365614013,.002990270763151,.5301197664950461,.665448160405644,.0389286731233334,.708845050759099,1.410745548592184,.3441183225136916,.0233058690865136,-.0334313012985213,.0003942682857397,-.000051651725905,.0001599501195873,.0000280431042184,-.0000401943401465,.0002981211279854,.0003942682857397,1.08420217249e-19,.0001643645806021,1,.0027090879561444,1,.0027090879561444,.3927693494369202,-.204022684625251,.0001794708119335,.0000980146701321,.000050185649921
2020,452.06332,1104,,,,,.76189315,1,.049550932,.4112628375502193,2.431535039627523,.8885227614621776,-.134933593128404,.2837461566733631,15,15883156.8125,.0030388526932301,.1699331672605191,.0930770304759371,.4009826435580903,-.4009826435580903,-.134933593128404,0,15269459372.46808,.0010401911701693,.0032714535701575,-.0022312623999882,.0021558223701634,.4787296341144213,.6047766047888145,-1.387922559983945,.6914015408144923,1.446337534657457,.3690345229542955,-.0174435099446066,.0249162004406038,-.0013590642909124,6.55122661570e-06,.0003663457234129,.0002006575444484,-.0008644473530298,-.0010681714323596,-.0013590642909124,-2.16840434497e-19,-.0009282623772675,1,.0032714535701575,.9999870816574683,.0032714958324612,.3671576882058946,-.3166795987238156,-.0008327513859059,9.16900184811e-06,3.50580339168e-06
2021,540.32751,1104,,,,,.76189315,1,.050957795,.4932879069937088,2.027213693711639,.7066622855499056,.0820250694434896,-.1818604759122719,15,11471032.109375,.0204059838162929,.0616190856271967,0,0,0,.0820250694434896,0,9779432450.833601,.0011729752382918,.0010401911701693,.0001327840681225,.0011065832042305,.452275372271964,.8885227614621776,-.3254343173081011,.6948166726812274,1.439228561026178,.3641072485282721,.003415131866735,-.0049272744260234,.0001508225280139,.0000225809189569,.0000681866452151,0,0,.0000600549638419,.0001508225280139,0,.0001891696612467,1,.0010401911701693,.9999828337999823,.0010402090266055,.3950086314813087,-.5748877713746393,.000128058889544,-8.90606855122e-06,-.000014907591516
2022,1165.2925,1104,,,,,.76189315,1,.049523003,.4335770514279492,2.306395130246365,.8356857559308624,-.0597108555657596,.1290234703809567,11,7212175.9609375,.0003224043165947,.0098370356030109,0,.0698702954853651,-.0698702954853651,-.0597108555657595,-9.02056207508e-17,6006623720.474208,.0012007038057593,.0011729752382918,.0000277285674675,.0011868395220255,.463432479210829,.7066622855499056,-.4640542070749678,.6698078886456397,1.492965396424359,.4007643410777132,-.0250087840355877,.0366570925494411,-.000058016884513,3.82642185006e-07,.0000116749826332,0,-.0000829248280976,.0000128503187664,-.000058016884513,-1.08420217249e-19,-.0001513413359153,1,.0011729752382918,.9987334596981574,.0011744627426884,.3854250079709436,-.5267414506270092,.0000236507193546,-2.62998952806e-06,-5.61167068055e-06
2023,2208.0884,1104,,,,,.76189315,1,1,.7148272008337342,1.398939490318298,.3357144426523758,.281250149405785,-.4999713132784865,1,144775.6875,.0982671267107175,.6133802189465309,0,.4303971962514635,-.4303971962514635,.2812501494057849,5.55111512313e-17,291717318.550293,.0004962875986228,.0012007038057593,-.0007044162071365,.000848495702191,.5742021261308417,.8356857559308624,-3.90834042053211,.8513816659500248,1.174561351264403,.1608947598227348,.1815737773043852,-.2398695812549784,-.0001658377408074,.0000833792346807,.0005204504795851,0,-.0003651901712544,-.0004044772838188,-.0001658377408074,0,.000600317458624,1,.0012007038057593,.5415886374334151,.0022170033172214,.4312438358676494,-3.581101151834354,-.0002934187886953,.0000943178332339,0
2009,137.44417,1200,,,,,.49155661,0,.93883246,.8511786211694696,1.1748415375213,.1611332768174678,,,3,126923543.90625,0,0,0,0,0,0,,34904789517.3689,.003636278735991,,,,,,,.8127624998933359,1.230371726219205,.2073163401645151,,,,,,,,,,,,0,,0,,0,0,,0,0
2010,131.28833,1200,,,,,.49155661,0,.92630696,.8416385423163205,1.188158514280779,.1724046415688006,-.0095400788531491,.0112713647513328,2,166432932.5,-.0085007521376249,.0004568602820643,0,.0014961869975884,-.0014961869975884,-.0095400788531491,-4.16333634234e-17,48994087580.95415,.0033970003467255,.003636278735991,-.0002392783892655,.0035166395413582,.846408581742895,.1611332768174678,.2710075317761458,.8125128630104157,1.230749746280855,.2076235335061251,-.0002496368829202,.0003071933416099,-.0002360763006226,-.0000298940810985,1.60661293278e-06,0,-5.26155035699e-06,-.0002025272820999,-.0002360763006226,-1.62630325873e-19,-.0000409858239709,1,.003636278735991,1,.003636278735991,.2139134222127216,.2423887504265057,-5.49261154195e-06,-.0000188338022451,5.64463245247e-06
2011,131.91583,1200,,,1862717.4,,.49155661,0,.9491837,.8071406824281955,1.238941391222665,.2142572982373424,-.034497859888125,.0418526566685417,2,178322033,-.0346719719088504,.0001741120207253,0,0,0,-.0344978598881252,1.17961196366e-16,52720547971.2946,.0033824009776434,.0033970003467255,-.0000145993690821,.0033897006621844,.8243896123722581,.1724046415688006,.0689986694011928,.7957488835954395,1.256677854804761,.2284716157798389,-.0167639794149762,.0208480822737139,-.0001289729867252,-.0001175276061387,5.90187631947e-07,0,0,-.0000120355682185,-.0001289729867252,4.06575814682e-19,-.0001421734892144,1,.0033970003467255,.9999679462905113,.0033971092366781,.2140537083613425,-.0447624509821984,-.000016095654739,-6.81913842160e-06,-5.97973869481e-07
2012,150.11417,1200,,,2146222,,.49155661,0,.95841503,.8129779857603939,1.230045607034095,.2070512475864296,.0058373033321985,-.0072060506509127,2,162887686.25,.0056974234074746,.0001398799247239,0,0,0,.0058373033321984,1.56125112838e-17,48138250426.83725,.0033837475356019,.0033824009776434,1.34655795860e-06,.0033830742566226,.8100593340942948,.2142572982373424,-.0905301679674437,.8230434608768082,1.215002666972988,.1947462718295989,.0272945772813687,-.0337253439502401,.0000208388224745,.0000192748064589,4.73224172352e-07,0,0,1.09079184326e-06,.0000208388224745,5.42101086243e-20,.0000243737527666,1,.0033824009776434,.9999999999999999,.0033824009776434,.2456764570343572,-.2119017941355933,-.0000128984289333,-2.46662378435e-06,-5.63012504004e-07
2013,160.69,1200,,,2489104.8,,.49155661,0,.91861612,.8143301702167559,1.228003132603847,.2053893807020282,.001352184456362,-.0016618668844014,3,123820106.0234375,.0006005226734791,-.0011262552528603,.0018779170357433,0,0,.001352184456362,-6.50521303491e-17,38495355544.19742,.0032164946724879,.0033837475356019,-.0001672528631141,.0033001211040449,.8136540779885749,.2070512475864296,-.2742311675361648,.8204841007790834,1.218792660394588,.1978607461180024,-.0025593600977248,.0031144742884035,-.000131623601667,1.98179754821e-06,-3.71677872851e-06,6.19735364130e-06,0,-.000136085974128,-.000131623601667,-2.16840434497e-19,5.62333797459e-06,1,.0033837475356019,.9999710684385569,.0033838454355341,.2005205586575264,-.33708992349744,1.38910571146e-06,-2.13535521675e-06,2.98879677449e-06
2014,165.53084,1200,,,2403438.3,.001300049,.49155661,0,.91745323,.8057422208451661,1.241091721557139,.215991412884649,-.0085879493715898,.0106020321826208,5,160107312.145874,-.0110547447993991,.0021669925054551,.0002998029223543,0,0,-.0085879493715897,-1.33573707650e-16,43193072503.97827,.0037067821959442,.0032164946724879,.0004902875234563,.003461638434216,.810036195530961,.2053893807020282,.2570145369647854,.8274373802738019,1.208550669621786,.1894218479794279,.0069532794947185,-.0084388981385745,.0003674222646011,-.000038267529478,7.50134454354e-06,1.03780931871e-06,0,.0003971506402169,.0003674222646011,-4.33680868994e-19,-.0000341013800329,1,.0032164946724879,1,.0032164946724879,.2018425284670537,.0487115498836623,2.37641032143e-06,1.67173342151e-06,-4.21212200456e-06
2015,167.94333,1200,,,2145870,-.00081959536,.49155661,0,.96400976,.8063030705395011,1.240228440815555,.2152955891134916,.000560849694335,-.0006958237711574,5,185953600.8518066,-.0025956118181234,.034650574146427,.000685397452765,.0321795100867337,-.0321795100867337,.0005608496943349,8.32667268469e-17,37598970672.26463,.0049457098831958,.0037067821959442,.0012389276872515,.00432624603957,.8060226456923336,.215991412884649,.149652893481246,.7305283574578674,1.368872254979745,.3139872293006585,-.0969090228159345,.1245653813212307,.0010010301460689,-.0000112292553484,.0001499069091698,2.96519801556e-06,-.000139216478068,.0009986037723,.0010010301460689,2.16840434497e-19,2.57926716644e-06,1,.0037067821959442,1,.0037067821959442,.1942880597131819,-.1772452845594487,.0000262988286867,.000023727100965,-9.74848041826e-06
2016,187.39833,1200,,,2250097,-.00046217506,.49155661,1,.95919853,.81796084800562,1.222552402646452,.2009408065986777,.0116577774661188,-.0143547825148139,5,147270504.2364502,.0134289316628146,.0075123023732712,.0008309420847811,.0101143986547481,-.0101143986547481,.0116577774661188,-1.73472347598e-18,35308734262.97771,.0041709369455044,.0049457098831958,-.0007747729376914,.0045583234143501,.8121319592725605,.2152955891134916,-.2332261241840854,.71100448297842,1.406460892920068,.3410765440251872,-.0195238744794474,.0270893147245286,-.0005760779438956,.0000612134136283,.0000342435038038,3.78770276103e-06,-.00004610470021,-.0006292178638787,-.0005760779438956,0,.0000709945897546,1,.0049457098831958,.999884768658954,.004946279849656,.3413568653443097,-.1350208142320806,.0000612343841509,-.0000150353541659,-5.83271394870e-06
2017,212.29083,1200,,,2023282.6,.000024843328,.49155661,1,.74882764,.8361202198502435,1.19600025960275,.1789828725875723,.0181593718446236,-.0219579340111055,6,115012184.390625,.0051841036592506,-.0955799297668988,.1254731151723504,.0169179172200788,-.0169179172200788,.0181593718446235,6.93889390391e-17,33110351575.41279,.0034736020283165,.0041709369455044,-.0006973349171879,.0038222694869104,.8270405339279318,.2009408065986777,-.2472329866497205,.6964436494116977,1.435866348763067,.3617683944025606,-.0145608335667223,.0206918503773735,-.0005073142293345,.0000198150412337,-.0003653322491091,.0004795920595509,-.0000646648387724,-.0005767242422377,-.0005073142293345,2.16840434497e-19,.0000915851582139,1,.0041709369455044,.9999969061919777,.0041709498496225,.3641137588137997,-.1394129161899887,.0000733808520923,8.48701732424e-06,1.97501770295e-06
2018,241.33749,1200,,,,,.49155661,1,.43802893,.8024136703952935,1.246239984305563,.2201310055960707,-.03370654945495,.0411481330084985,8,191113373.130249,-.0138729167052483,-.3626055530796784,.3429084391668222,.0001365188368455,-.0001365188368455,-.0337065494549499,-5.55111512313e-17,22593021692.82323,.0084589558549823,.0034736020283165,.0049853538266658,.0059662789416494,.8192669451227685,.1789828725875723,.5078287545742413,.6855391816725854,1.458705828542418,.377549623812213,-.0109044677391122,.0157812294096523,.0038832329237199,-.0000827696907978,-.0021634058754644,.0020458873995149,-8.14509461409e-07,.0040843355999286,.0038832329237199,-4.33680868994e-19,-.0001429322382798,1,.0034736020283165,.9998832927146301,.0034740074702977,.3763055049511462,-.5052536225365065,-.0006944682723095,-.0000412628504497,1.18651448547e-06
2019,259.73999,1200,,,,,.49155661,1,.4285413,.7731262532524033,1.293449803047277,.2573129148149967,-.0292874171428903,.0371819092189259,9,223201368.8212891,-.045166510204757,.0151682840200124,.0007168413692199,6.03232736559e-06,-6.03232736559e-06,-.0292874171428904,9.71445146547e-17,19451951218.6379,.0114744976641433,.0084589558549823,.003015541809161,.0099667267595628,.7877699618238484,.2201310055960707,.1552075346523374,.708845050759099,1.410745548592184,.3441183225136916,.0233058690865136,-.0334313012985213,.0020836535717244,-.0004501622658938,.0001511781422389,7.14456205697e-06,-6.01225585771e-08,.0023755532558809,.0020836535717244,8.67361737988e-19,-.0003145201286869,1,.0084589558549823,1,.0084589558549823,.3927693494369202,-.204022684625251,-.0005245983049139,-.0000877673995685,-.0000123867738957
2020,282.935,1200,,,,,.49155661,1,.41270396,.8254814714497166,1.211414228648637,.1917884611195019,.0523552181973134,-.0655244536954948,8,140583066.8503418,.0490357299154603,.0391373110596025,.0001944438536381,.0360122666313876,-.0360122666313876,.0523552181973134,1.38777878078e-17,15269459372.46808,.009206813641603,.0114744976641433,-.0022676840225403,.0103406556528731,.79930386235106,.2573129148149967,-.4622758259958566,.6914015408144923,1.446337534657457,.3690345229542955,-.0174435099446066,.0249162004406038,-.0012711813147988,.0005070615977431,.0004047054568467,2.01067693429e-06,-.0003723904485146,-.0018125685978082,-.0012711813147988,0,.0007518601908732,1,.0114744976641433,.9999870816574683,.0114746458975494,.3671576882058946,-.3166795987238156,.0001835138350298,-.0002309911727915,-.0001383699803757
2021,387.64084,1200,,,,,.49155661,1,.43091747,.7820989273559714,1.27861062715005,.2457740408676849,-.0433825440937452,.053985579748183,7,90406914.03039551,-.0006770074459905,-.0016028017018375,.0004415218264459,.0415442567723629,-.0415442567723629,-.043382544093745,-2.15105711021e-16,9779432450.833601,.0092445972181841,.009206813641603,.0000377835765811,.0092257054298935,.803790199402844,.1917884611195019,-.4414777900937636,.6948166726812274,1.439228561026178,.3641072485282721,.003415131866735,-.0049272744260234,-.000369864504054,-6.24587127055e-06,-.0000147869763637,4.07335031166e-06,-.0003832750752857,.0000303700685543,-.000369864504054,-2.00577401910e-18,-.0004970351720754,1,.009206813641603,.9999828337999823,.0092069716903206,.3950086314813087,-.5748877713746393,-.0002496157256127,.0000225012436747,.0000456407428792
2022,804.16583,1200,,,,,.49155661,1,.45976669,.7519411804117747,1.329891254861696,.2850971756289819,-.0301577469441967,.039323134761297,4,52753241.59375,-.0699387423077694,.0416158695122027,0,.0018348741486302,-.0018348741486302,-.0301577469441968,1.00613961607e-16,6006623720.474208,.0087825114488086,.0092445972181841,-.0004620857693755,.0090135543334963,.7670200538838731,.2457740408676849,-.5386955246283058,.6698078886456397,1.492965396424359,.4007643410777132,-.0250087840355877,.0366570925494411,-.0006262575423827,-.0006303966538075,.0003751069009839,0,-.0000165387378338,-.0003544290517254,-.0006262575423827,8.67361737988e-19,-.0003635265422246,1,.0092445972181841,.9987334596981574,.0092563207214246,.3854250079709436,-.5267414506270092,.0000154524832544,.0000315476096926,-.0000261727725987
2023,,1200,,,,,,,,,,,,,,,0,0,0,.7519411804117748,-.7519411804117748,-.7519411804117748,,291717318.550293,,.0087825114488086,,,,.2850971756289819,,.8513816659500248,1.174561351264403,.1608947598227348,.1815737773043852,-.2398695812549784,,,,,,,,,,0,,.5415886374334151,,.4312438358676494,-3.581101151834354,,0,0
2009,140.03334,1311,,,,,.4553031,0,.040825851,.8715067543669299,1.147438037616138,.1375316637744929,,,95,1192947051.092773,0,0,0,0,0,0,,34904789517.3689,.0341771736081993,,,,,,,.8127624998933359,1.230371726219205,.2073163401645151,,,,,,,,,,,,0,,0,,0,0,,0,0
2010,167.11,1311,,,,,.4553031,0,.028171245,.8678765363209411,1.152237626148012,.1417058137003386,-.0036302180459888,.0041741499258456,127,1619415850.193359,.0001423831689173,-.112593624654356,.2128121486967178,.1039911252572679,-.1039911252572679,-.0036302180459888,-4.16333634234e-17,48994087580.95415,.0330532913286232,.0341771736081993,-.0011238822795761,.0336152324684113,.8696916453439355,.1375316637744929,.3056387387763344,.8125128630104157,1.230749746280855,.2076235335061251,-.0002496368829202,.0003071933416099,-.0010994616524244,4.78624332274e-06,-.0037848608672172,.0071537298505423,-.0034956858501747,-.0009774310288974,-.0010994616524244,-1.73472347598e-18,-.0001426606466823,1,.0341771736081993,1,.0341771736081993,.2139134222127216,.2423887504265057,-.0001651148927162,-.0000698937591397,-.0000877165958183
2011,216.39,1311,-.00039548575,-.0003567666621755,9883875,,.4553031,0,.031209102,.890961762897108,1.122382622513828,.1154537672502554,.023085226576167,-.0262520464500831,143,1701775359.845703,-.0027581907070124,.0018639705869779,.1149847528464293,.0910053061502279,-.0910053061502279,.0230852265761668,1.24900090270e-16,52720547971.2946,.0322791667638259,.0330532913286232,-.0007741245647973,.0326662290462246,.8794191496090246,.1417058137003386,.0496065375336414,.7957488835954395,1.256677854804761,.2284716157798389,-.0167639794149762,.0208480822737139,.0000733273324556,-.0000900996893884,.0000608888901296,.003756118273305,-.0029728001751251,-.0006807799664655,.0000733273324555,3.79470760370e-18,.0008677165392871,1,.0330532913286232,.9999679462905113,.0330543508431825,.2140537083613425,-.0447624509821984,-.000225675196952,.0005265705986522,.0000138809764588
2012,200.17,1311,.0032157414,-.0002366420096249,8961265,-.010210786,.4553031,0,.023245852,.9267619524417706,1.079025738341185,.0760585398758219,.0358001895446626,-.0393952273744335,149,1712105630.433594,.0233761269496403,.0527111616441848,.0961535546188044,.1364406536679672,-.1364406536679672,.0358001895446624,2.22044604925e-16,48138250426.83725,.0355664282613622,.0322791667638259,.0032872614975362,.033922797512594,.9088618576694394,.1154537672502554,.006051940385138,.8230434608768082,1.215002666972988,.1947462718295989,.0272945772813687,-.0337253439502401,.0042021091721321,.0007929836211413,.0017881100631093,.0032617975634499,-.0046284486668644,.002987666591296,.0042021091721321,7.80625564190e-18,.0012716451141182,1,.0322791667638259,.9999999999999999,.0322791667638259,.2456764570343572,-.2119017941355933,-.0009161641465415,-.0009731342673946,-.0007563715842122
2013,207.72667,1311,-.00020721923,-.001287614154549,9601522,.0041980036,.4553031,0,.026607156,.9051387316880645,1.104803015262667,.0996670523476961,-.0216232207537062,.0236085124718742,141,1609788284.544922,-.0259415085189321,.0064066686975172,.1184665277798788,.1205549087121696,-.1205549087121696,-.0216232207537058,-3.67761376907e-16,38495355544.19742,.0418177274060162,.0355664282613622,.006251299144654,.0386920778336892,.9159503420649175,.0760585398758219,-.0616213057690125,.8204841007790834,1.218792660394588,.1978607461180024,-.0025593600977248,.0031144742884035,.0048892322494785,-.0010037308667378,.000247887323899,.004583716113546,-.0046645199111246,.005725879589896,.0048892322494786,-1.38777878078e-17,-.0008396704651884,1,.0355664282613622,.9999710684385569,.0355674572834379,.2005205586575264,-.33708992349744,-.0012194437983236,-.0005541301785492,-.0001062960825152
2014,230.40666,1311,-.00067754887,-.0008053348170334,9414530,-.001041241,.4553031,0,.025204239,.9152268033244565,1.092625343103605,.0885833719361799,.010088071636392,-.0110836804115162,134,1669554854.681641,.0061149601192654,.0239020442215857,.0388223020413466,.058751234745806,-.058751234745806,.0100880716363917,3.05311331772e-16,43193072503.97827,.0386533015109742,.0418177274060162,-.003164425895042,.0402355144584952,.9101827675062605,.0996670523476961,.0364543667471651,.8274373802738019,1.208550669621786,.1894218479794279,.0069532794947185,-.0084388981385745,-.0024743071665334,.0002460385662918,.0009617110458652,.0015620352950967,-.0023638861550693,-.0028802059187178,-.0024743071665334,1.21430643318e-17,.0004634943261042,1,.0418177274060162,1,.0418177274060162,.2018425284670537,.0487115498836623,.0000523718327665,-.0003384598704538,-.0003055785013509
2015,248.28833,1311,-.0021162611,-.0017692123014754,7677287,-.0061138012,.4553031,0,.017640468,.7839296847244338,1.275624612112398,.2434359505054125,-.1312971186000227,.1548525785692326,130,1285357490.6875,-.0247879508381954,-.0058496103886041,.0398218172500128,.1404813746232359,-.1404813746232359,-.1312971186000227,-2.77555756156e-17,37598970672.26463,.0341859755122408,.0386533015109742,-.0044673259987333,.0364196385116075,.8495782440244452,.0885833719361799,-.2615201542883696,.7305283574578674,1.368872254979745,.3139872293006585,-.0969090228159345,.1245653813212307,-.0085771365745171,-.0009027682089706,-.0002130406957867,.0014502961891208,-.005116280881392,-.0037953429774886,-.0085771365745171,-1.73472347598e-18,-.0059855634091884,1,.0386533015109742,1,.0386533015109742,.1942880597131819,-.1772452845594487,.0003443332264975,.0008844048084609,.0007171221326634
2016,269.62918,1311,-.00028365816,-.0007207492936843,7813452,-.005669184,.4553031,1,.01575991,.6903690206485896,1.44850068599619,.3705290118178982,-.0935606640758442,.1270930613124857,114,1070769136.039063,-.0006624064626967,-.0660923928231998,.0534650554274392,.0802709202173869,-.0802709202173869,-.0935606640758442,5.55111512313e-17,35308734262.97771,.0303258997636117,.0341859755122408,-.0038600757486292,.0322559376379262,.7371493526865117,.2434359505054125,-.1826596735501234,.71100448297842,1.406460892920068,.3410765440251872,-.0195238744794474,.0270893147245286,-.0058633392852163,-.0000213665415517,-.0021318721012465,.0017245654936757,-.002589213796671,-.0028454523394229,-.0058633392852163,1.73472347598e-18,-.0043448002818044,1,.0341859755122408,.999884768658954,.0341899152620267,.3413568653443097,-.1350208142320806,.0001594905077756,-.0000423178186968,-.00009066850855
2017,341.03418,1311,-.00101994,-.0009228318314456,9037455,.00021735393,.4553031,1,.018619297,.6753368030022837,1.480742639160772,.3925437451416615,-.0150322176463059,.0220147333237634,107,999745458.4101563,-.0101099374817359,.0158314725855982,.0408629446019108,.0616166973520789,-.0616166973520789,-.0150322176463058,-1.49186218934e-16,33110351575.41279,.0301943474122622,.0303258997636117,-.0001315523513495,.0302601235879369,.6828529118254367,.3705290118178982,-.0686317829665164,.6964436494116977,1.435866348763067,.3617683944025606,-.0145608335667223,.0206918503773735,-.0005447076699545,-.0003059279576636,.0004790623170192,.0012365177538208,-.0018645288769544,-.0000898309061765,-.0005447076699545,-4.22838847269e-18,-.0006676165960991,1,.0303258997636117,.9999969061919777,.0303259935864139,.3641137588137997,-.1394129161899887,.0000137703931282,-.0003771680254922,-.0001439501773277
2018,442.12167,1311,.000071290764,-.0004333763602915,,,.4553031,1,.022032686,.7117242804121549,1.405038478413167,.3400646891816355,.0363874774098711,-.0524790559600261,107,763245245.1484375,-.0097914589509896,.0482946003171352,.0431852681134359,.0453009320697108,-.0453009320697108,.0363874774098707,4.23272528138e-16,22593021692.82323,.0337823446339135,.0301943474122622,.0035879972216513,.0319883460230878,.6935305417072193,.3925437451416615,-.2699213031387906,.6855391816725854,1.458705828542418,.377549623812213,-.0109044677391122,.0157812294096523,.0036523608750701,-.0003132125769951,.0015448643859912,.0013814252995124,-.0014491018902143,.0024883856567758,.0036523608750701,1.34441069388e-17,.0015845708475246,1,.0301943474122622,.9998832927146301,.030197871723895,.3763055049511462,-.5052536225365065,.000115397625397,-.0002226122897054,2.95186261098e-06
2019,499.1925,1311,.0010852544,.0001229966441709,,,.4553031,1,.021641493,.802377937599699,1.246295483885667,.2201755382262546,.0906536571875441,-.1198891509553808,108,599224441.984375,.0224601136158659,.1839138505746517,.0279552456614877,.1436755526644604,-.1436755526644604,.0906536571875448,-6.93889390391e-16,19451951218.6379,.0308053642150936,.0337823446339135,-.0029769804188198,.0322938544245036,.7570511090059269,.3400646891816355,-.2419431794525551,.708845050759099,1.410745548592184,.3441183225136916,.0233058690865136,-.0334313012985213,.0006738296807069,.0007253236394686,.0059392871171077,.0009027826337933,-.0046398373821062,-.0022537263275565,.0006738296807069,-2.34187669257e-17,.004050136615442,1,.0337823446339135,1,.0337823446339135,.3927693494369202,-.204022684625251,.000067516947943,-.0004872434778835,-.0001008883993312
2020,557.93085,1311,,,,,.4553031,1,.025391478,.7443731229474702,1.343412287698315,.2952128605248264,-.0580048146522288,.0750373222985717,111,465016036.47229,-.0212576504101667,-.1402762119986691,.1196982323165647,.0161691845599579,-.0161691845599579,-.0580048146522291,2.77555756156e-16,15269459372.46808,.0304539948094526,.0308053642150936,-.0003513694056411,.0306296795122731,.7733755302735845,.2201755382262546,-.2535643303698656,.6914015408144923,1.446337534657457,.3690345229542955,-.0174435099446066,.0249162004406038,-.0020484093833761,-.0006511150192473,-.0042966154167149,.003666318494042,-.0004952569410463,-.0002717405004096,-.0020484093833761,7.80625564190e-18,-.0023115520431329,1,.0308053642150936,.9999870816574683,.0308057621744814,.3671576882058946,-.3166795987238156,-.0002857794440906,.0003075373480963,-.0000744811698388
2021,706.63086,1311,,,,,.4553031,1,.029617153,.7376339931905865,1.355685894673274,.3043075215888556,-.0067391297568836,.0090946610640292,97,422353112.9345703,-.016201445043495,.0694573640810282,.0244081890280426,.0844032378224598,-.0844032378224598,-.0067391297568839,3.05311331772e-16,9779432450.833601,.0431878961338466,.0304539948094526,.012733901324394,.0368209454716496,.7410035580690284,.2952128605248264,-.0962301673743085,.6948166726812274,1.439228561026178,.3641072485282721,.003415131866735,-.0049272744260234,.0091877250601713,-.0005965525245085,.0025574858154321,.0008987325972633,-.0031078070174915,.0094358661894759,.0091877250601713,1.04083408559e-17,-.0002769687608377,1,.0304539948094526,.9999828337999823,.0304545175977931,.3950086314813087,-.5748877713746393,-.001454751537171,-.0012066631942304,-.0005594729413242
2022,1479.6217,1311,,,,,.4553031,1,.031177828,.7262907928665245,1.376858979656344,.3198048032140656,-.011343200324062,.01549728162521,57,177275698.609375,.0366288631252532,.1767294317438607,.000776501233513,.2254779964266883,-.2254779964266883,-.0113432003240614,-5.82867087928e-16,6006623720.474208,.0295133683844906,.0431878961338466,-.0136745277493559,.0363506322591686,.7319623930285555,.3043075215888556,-.8681355846503962,.6698078886456397,1.492965396424359,.4007643410777132,-.0250087840355877,.0366570925494411,-.010421572558576,.0013314823335375,.0064242265826929,.0000282263107882,-.0081962677306407,-.010009240054954,-.010421572558576,-2.42861286637e-17,-.0006692949891865,1,.0431878961338466,.9987334596981574,.0432426647114627,.3854250079709436,-.5267414506270092,.0011975205848648,.0004407117423219,-.0000291661033488
