year,ppi,isic4,output_IV,Z_input,apparent_consumption,change_IP,ls_pre_filled,post2016,HHI_dom,inv_mu_j,mu_j,ln_mu_j,d_inv_mu_j,d_ln_mu_j,n_firms,dom_j,within_inv_mu,between_inv_mu,entry_inv_mu,exit_inv_mu,neg_exit_inv_mu,decomp_total_j,decomp_gap_j,dom_M,S_j,L_S_j,dS_j,S_bar_j,inv_mu_bar_j,ln_mu_lag_j,dln_dom_j,inv_mu_M,mu_M,ln_mu_M,d_inv_mu_M,d_ln_mu_M,c_mfg_total_invmu,c_mfg_within_firm,c_mfg_between_firm,c_mfg_entry,c_mfg_exit,c_mfg_between_sector,c_mfg_decomp_sum,c_mfg_decomp_gap,c_BF_AE_mu,valid_sector_bfs,w_sector_valid,wden_sector,wS_bfs,mean_lnmu_sec,mean_dlny_sec,bfs_sector_cov_contrib,bfs_firm_cov_contrib,bfs_firm_within_sector_cov
2022,1549.3208,1010,,,,,.50956881,1,.087458029,.5154002778439496,1.940239543880834,.662811441679909,-.2475274255465951,.3922194364005314,16,46880963.5703125,-.0005594966018406,-.1877624816757827,0,.0592054472689716,-.0592054472689716,-.247527425546595,-1.38777878078e-16,6006623720.474208,.0078048777070077,.0083486696537931,-.0005437919467854,.0080767736804004,.6391639906172472,.2705920052793777,-.554771954989441,.6698078886456397,1.492965396424359,.4007643410777132,-.0250087840355877,.0366570925494411,-.0023467952266049,-4.51892742802e-06,-.0015165150701656,0,-.0004781889982384,-.0003475722307729,-.0023467952266049,-8.67361737988e-19,-.0032745105063049,1,.0083486696537931,.9987334596981574,.0083592569896639,.3854250079709436,-.5267414506270092,.0000269070019553,.000304853244884,.0001032025649383
2023,,1010,,,,,,,,,,,,,,,0,0,0,.5154002778439496,-.5154002778439496,-.5154002778439496,,291717318.550293,,.0078048777070077,,,,.662811441679909,,.8513816659500248,1.174561351264403,.1608947598227348,.1815737773043852,-.2398695812549784,,,,,,,,,,0,,.5415886374334151,,.4312438358676494,-3.581101151834354,,0,0
2009,162.96584,1020,,,,,.45122012,0,1,.8089185972316122,1.236218333244324,.212056988455284,,,1,1272659.375,0,0,0,0,0,0,,34904789517.3689,.0000364608809449,,,,,,,.8127624998933359,1.230371726219205,.2073163401645151,,,,,,,,,,,,0,,0,,0,0,,0,0
2010,175.61417,1020,,,,,.45122012,0,.74229956,.6569700144024597,1.522139485939156,.4201169017179758,-.1519485828291525,.2080599132626918,3,14493705.5,.0292052486093736,-.7717245646539905,.5905707332154644,0,0,-.1519485828291526,1.11022302463e-16,48994087580.95415,.0002958256029577,.0000364608809449,.0002593647220128,.0001661432419513,.732944305817036,.212056988455284,2.432605744548537,.8125128630104157,1.230749746280855,.2076235335061251,-.0002496368829202,.0003071933416099,.000164854665968,4.85225468596e-06,-.0001282168210651,.000098119336218,0,.0001900998961291,.000164854665968,0,-7.58604772688e-06,1,.0000364608809449,1,.0000364608809449,.2139134222127216,.2423887504265057,-1.48249678091e-07,-3.03052014991e-08,0
2011,191.13499,1020,.0013561246,.0000992702657525,753880.81,,.45122012,0,.52999693,.6849685672729402,1.45992100627521,.3783823289655492,.0279985528704805,-.0417345727524265,5,13181863.25390625,.0021906613662411,.01375560730626,.0120522841979792,0,0,.0279985528704804,1.04083408559e-16,52720547971.2946,.0002500327436104,.0002958256029577,-.0000457928593473,.0002729291732841,.6709692908377,.4201169017179758,-.0948725628498615,.7957488835954395,1.256677854804761,.2284716157798389,-.0167639794149762,.0208480822737139,-.0000230839804736,5.97895395634e-07,3.75430653012e-06,3.28941996234e-06,0,-.0000307256023617,-.0000230839804736,3.04931861012e-20,.0000123461551487,1,.0002958256029577,.9999679462905113,.0002958350855696,.2140537083613425,-.0447624509821984,-3.05474862097e-06,-.0000301909450593,-.0000133024224078
2012,207.81,1020,-.00018695217,-1.82073472857e-06,696592.13,.00014136825,.45122012,0,.63888621,.8647500821714211,1.156403474965809,.1453147361415376,.1797815148984809,-.2330675928240117,7,11862847.02832031,.0340380208218878,-.1373861661031484,.7506180426889465,.4674883825092048,-.4674883825092048,.179781514898481,-1.11022302463e-16,48138250426.83725,.000246432866237,.0002500327436104,-3.59987737339e-06,.0002482328049237,.7748593247221807,.3783823289655492,-.1054304711386358,.8230434608768082,1.215002666972988,.1947462718295989,.0272945772813687,-.0337253439502401,.0000418382711661,8.44935338267e-06,-.0000341037533695,.000186328022163,-.0001160459524595,-2.78939855063e-06,.0000418382711661,-1.35525271561e-20,.0000582745296805,1,.0002500327436104,.9999999999999999,.0002500327436104,.2456764570343572,-.2119017941355933,3.53280508507e-06,-3.55818703776e-06,3.44769146216e-06
2013,220.1575,1020,-.00064006471,-.0000985948897565,840588.38,-.0029915893,.45122012,0,.53643698,.8882680970889597,1.125786238723657,.1184816704197471,.0235180149175386,-.0268330657217905,6,10789941.73144531,.0033693528658284,.0630481453450201,.0279768635133603,.0708763468066703,-.0708763468066703,.0235180149175386,1.38777878078e-17,38495355544.19742,.0002802920398815,.000246432866237,.0000338591736445,.0002633624530592,.8765090896301904,.1453147361415376,-.094797038720877,.8204841007790834,1.218792660394588,.1978607461180024,-.0025593600977248,.0031144742884035,.0000358716355665,8.87361035967e-07,.0000166045142189,7.36805540378e-06,-.0000186661685589,.0000296778734667,.0000358716355665,6.77626357803e-21,6.61254929575e-06,1,.000246432866237,.9999710684385569,.0002464399961309,.2005205586575264,-.33708992349744,-3.29637596505e-06,-3.28722156837e-06,-2.72630832276e-06
2014,112.91666,1020,-.00029639623,.0001223499649314,856489.69,.0019673309,.45122012,0,.53117931,.8869050303818269,1.127516437210288,.1200173707454502,-.0013630667071328,.0015357003257031,6,25699522.56445313,-.0004775093779916,-.0008855573291412,0,0,0,-.0013630667071328,1.14925430283e-17,43193072503.97827,.0005949917677675,.0002802920398815,.0003146997278861,.0004376419038245,.8875865637353932,.1184816704197471,.867858035451281,.8274373802738019,1.208550669621786,.1894218479794279,.0069532794947185,-.0084388981385745,.0002787267149741,-2.08978113278e-07,-3.87556995471e-07,0,0,.0002793232500829,.0002787267149741,0,-4.30444576938e-07,1,.0002802920398815,1,.0002802920398815,.2018425284670537,.0487115498836623,-.0000191396729644,-.0000220752272708,-6.53863566487e-08
2015,130.67583,1020,.00013215453,.0000372025390005,952745,.000074575655,.45122012,0,.53609294,.8963743800185888,1.115605289811231,.1093971184337009,.0094693496367619,-.0106202523117493,4,21209848.1875,.0084226665818014,.0035194832414163,0,.0024728001864556,-.0024728001864556,.009469349636762,-1.02348685083e-16,37598970672.26463,.0005641071499637,.0005949917677675,-.0000308846178038,.0005795494588656,.8916397052002079,.1200173707454502,-.1920068035097628,.7305283574578674,1.368872254979745,.3139872293006585,-.0969090228159345,.1245653813212307,-.000022049995056,4.88135185969e-06,2.03971460805e-06,0,-1.43311000994e-06,-.0000275379515138,-.000022049995056,-6.09863722023e-20,6.31896269710e-06,1,.0005949917677675,1,.0005949917677675,.1942880597131819,-.1772452845594487,6.52318143284e-07,-1.80903511252e-06,-2.04369617659e-06
2016,136.4675,1020,.000026512582,.0000186859766913,921692.94,-.0021286695,.45122012,1,.48202667,.8969202647645211,1.11492630870877,.1087883118838333,.0005458847459323,-.0006088065498676,4,18373404.03125,.0076903269515005,-.0071444422055683,0,0,0,.0005458847459321,1.84748050192e-16,35308734262.97771,.0005203642785495,.0005641071499637,-.0000437428714142,.0005422357142566,.896647322391555,.1093971184337009,-.1435614250756458,.71100448297842,1.406460892920068,.3410765440251872,-.0195238744794474,.0270893147245286,-.0000389259303222,4.16996992741e-06,-3.87397172230e-06,0,0,-.0000392219285273,-.0000389259303222,1.01643953671e-19,3.43432127725e-07,1,.0005641071499637,.999884768658954,.0005641721602783,.3413568653443097,-.1350208142320806,1.11766901530e-06,3.87016769878e-06,3.77496327690e-06
