year,ppi,isic4,output_IV,Z_input,apparent_consumption,change_IP,ls_pre_filled,HHI_dom,d_inv_mu_j,n_firms,dom_j,within_inv_mu,between_inv_mu,entry_inv_mu,exit_inv_mu
2011,191.9975,1391,-.0060161692,-.0003567666621755,2247057.8,,.42880288,.066002809,-.0580641148955028,38,196283472,-.0243019206337993,.014616392349329,.0157498085534955,.0641283951645278
2012,202.62833,1391,-.0011175604,-.0002366420096249,2094940.6,-.029600531,.42880288,.062748827,.0265007262120837,42,198880496,-.0163015534143495,-.0380690182616036,.1738498637159099,.092978565827873
2013,214.5625,1391,-.0023330215,-.001287614154549,2164524.3,.010653183,.42880288,.05994216,.0106613380315504,43,132309352,-.0027133920517808,.1085165844623409,.3007470427137107,.3958888970927205
2014,231.86166,1391,-.0055684764,-.0008053348170334,2309443,.0045494288,.42880288,.056123663,.0140851270194858,38,166741008,.0072411930061266,-.0129204985846061,.0690312540996623,.0492668215016974
2015,247.77167,1391,-.001749481,-.0017692123014754,1901240.6,.002305463,.42880288,.055973932,-.02035032889722,32,129994656,-.0110745807365024,.1264937649172564,.0067904762667566,.1425599893447301
2016,261.06082,1391,-.0043771728,-.0007207492936843,1753132.1,.0026279017,.48893285,.055172794,-.069365552678311,30,121256624,-.0008188723041203,-.0638360388510293,.1166325109969677,.121343152520129
2017,301.72665,1391,-.0018222427,-.0009228318314456,1894291.5,.0027833506,.48893285,.043349814,-.1472962230471354,27,102963384,-.0155554805807774,-.0721503961439089,.0072350354292363,.0668253817516856
2018,374.36749,1391,-.0027461329,-.0004333763602915,,,.48893285,.073385328,.1042133086612708,25,92110920,-.0119884667051164,.0361896009233469,.1750681903159568,.0950560158729165
2019,436.29501,1391,.0004824893,.0001229966441709,,,.48893285,.086895704,.0670424539797049,20,78884264,.0423787834688633,.0960348377666035,.062377463775764,.133748631031526
2020,494.91501,1391,,,,,.48893285,.060151782,-.1118415983670024,20,57194556,-.0067336946153768,-.0610351035632266,.1153820321186216,.1594548323070205
2021,706.63086,1391,,,,,.48893285,.09137477,.1145220964813645,16,40328788,.0276275194262023,.1354217591830502,0,.0485271821278882
2022,1479.6217,1391,,,,,.48893285,.098885097,-.0031515606655476,13,20400450,.0017822713571284,.2063552231542791,.0293111860350205,.2406002412119754
2009,140.03334,1392,,,,,.59700596,.08382725,,41,232472400,0,0,0,0
2010,164.17,1392,,,,,.59700596,.087295026,.0673998654202794,49,312754720,.0274568641263276,-.0872381695652059,.1751009926855537,.0479198218263958
2011,191.9975,1392,.0021498473,-.0003567666621755,2741395,,.59700596,.15396498,-.0702650950187526,55,437054400,-.0648056163322147,-.0200063767937913,.0568988928883612,.0423519947811076
2012,202.62833,1392,.0021173204,-.0002366420096249,2865025.3,-.0095647313,.59700596,.081780739,.0378142807699234,55,273682944,.0600821345848277,.0333065200292621,.0263419650372258,.0819163388813925
2013,214.5625,1392,-.00046492403,-.001287614154549,2908816.8,.011767834,.59700596,.079043351,.0196889500883028,56,237647728,-.0116404795963059,.0001792394457582,.0705771270702821,.0394269368314318
2014,231.86166,1392,.0001614491,-.0008053348170334,2819979,.0049423687,.59700596,.084371977,-.0148915559801571,54,271784000,-.0157682292088168,-.0095937464110165,.0724840614228235,.0620136417831471
2015,247.77167,1392,-.001175875,-.0017692123014754,2603086.3,.0096765496,.59700596,.089458823,-.0961678782210919,53,243213792,-.0273616722422033,.0106559284254767,.0203390168063178,.099801151210683
2016,261.06082,1392,.00091951137,-.0007207492936843,2465560.5,-.001755245,.48893285,.095281832,.0407322523599171,58,228464160,.0048852773625732,.022727888691725,.0884517578020262,.0753326714964075
2017,301.72665,1392,.0007200769,-.0009228318314456,2379106,.011129245,.48893285,.090525493,-.0835870455900666,50,197056656,.0025723547143049,-.0158796650550297,.0102752154959493,.0805549507452911
2018,374.36749,1392,.00034365227,-.0004333763602915,,,.48893285,.092778616,.0519712319678474,49,133960128,.0112679589518806,.0499026649307472,.0223696083973866,.0315690003121668
2019,436.29501,1392,-.0011542708,.0001229966441709,,,.48893285,.10575008,-.0412677801288143,39,87228752,-.0037059089637549,.1200052731808981,.0182563623757212,.1758235067216787
2020,494.91501,1392,,,,,.48893285,.11236317,.011132015907574,35,59404780,-.0095030141246298,.0201103833639647,.0714353005297925,.0709106538615535
2021,706.63086,1392,,,,,.48893285,.12061903,.0631794892917588,28,40689736,.0238340381724163,.119223136131574,.0058210689322368,.0856987539444684
2022,1479.6217,1392,,,,,.48893285,.115012,-.0983566144158723,17,19663532,-.0040750607262215,.1148143498688716,0,.2090959035585226
2009,140.03334,1393,,,,,.39964047,.11014766,,31,243911696,0,0,0,0
2010,164.17,1393,,,,,.39964047,.12717415,-.0214422540079191,29,323539328,-.0088615513036069,.0119613508234633,.0635806814922197,.0881227350199949
2011,191.9975,1393,.0027669016,-.0003567666621755,1242446.8,,.39964047,.26652312,.0001491134921305,37,489232736,.0121700032362243,-.0633083633490137,.1133862282187151,.0620987546137955
2012,202.62833,1393,.0034648401,-.0002366420096249,1221892,-.002932325,.39964047,.076740533,.0449424656823935,35,409222016,-.0012653847406702,-.0300397057932493,.1543841818640207,.0781366256477075
2013,214.5625,1393,-.0025304314,-.001287614154549,1438676.8,-.001866186,.39964047,.098876879,.0019492599895858,34,295522976,.0019212700625456,.0755213624835251,.0636073909804028,.1391007635368876
2014,231.86166,1393,-.0024605724,-.0008053348170334,1384002.6,-.0025059003,.39964047,.048928417,.0272038125064105,40,277703904,-.0063217681474936,.1972337000406078,.1596312187200735,.3233393381067772
