isic4,year,inv_mu_j,ln_mu_j,HHI_dom,CR4_dom,CR10_dom,n_firms,dom_j,change_IP,output_IV,Z_input,ls_pre_filled,post2016,mu_j,d_inv_mu_j,d_ln_mu_j,ls_pre_x_post2016,S_jt,q75_dln_mu_model,q80_dln_mu_model,q85_dln_mu_model,q90_dln_mu_model,counterfactual_label,scenario,observed_output_shock,observed_input_shock,output_shock_model,input_shock_model
1020,2017,0.9322798729870708,0.07012221647085327,0.4770332629428418,0.9947922507215201,1.0,5,18833954.0,0.00139821,3.2697113e-05,-2.575195534859631e-05,0.45122012,1.0,1.0726392674293723,-0.008133315816371667,0.008686278730299563,0.4512201249599457,0.000577067316044122,0.0,0.030143043144481355,0.06028608628896265,0.090429129433444,output-competition counterfactuals,observed,,,,
1020,2018,0.9450991665446633,0.056465418851515195,0.5059954251334422,0.9947645985438361,1.0,5,13774905.0,-0.00044175843,-1.7773946e-05,-1.466794716975528e-05,0.45122012,1.0,1.05809002419932,0.012819293557592482,-0.013656797619338079,0.4512201249599457,0.0006174837471917272,0.0,0.03595653212351844,0.07191306424703679,0.10786959637055522,output-competition counterfactuals,observed,,,,
1030,2011,0.8855763036487098,0.12151665534326807,0.07562967231505732,0.46109642244247345,0.6654709228548221,65,214140080.0,,0.00011970285,9.927026575251574e-05,0.50890255,0.0,1.1292081731182815,,,0.0,0.004180941265076399,0.0,0.020901855546531484,0.04610798591424374,0.06020887521872776,output-competition counterfactuals,observed,,,,
1030,2012,0.8859885172989804,0.12105128862020396,0.13663021387197313,0.5849188019867138,0.8196598278995346,69,358758496.0,-0.00014828227,-1.7977839e-06,-1.820734728569251e-06,0.50890255,0.0,1.1286827994662891,0.00041221365027066525,-0.0004653667230641034,0.0,0.007648566737771034,0.0,0.019790141503780657,0.04391287958543931,0.09467876738753157,output-competition counterfactuals,observed,,,,
1030,2013,0.8325406518875014,0.18327322722363956,0.06584734968860516,0.41106769220196143,0.6369480651588892,86,175733200.0,0.0005392855,-0.000111561094,-9.85948897564981e-05,0.50890255,0.0,1.2011425480940081,-0.053447865411479056,0.0622219386034356,0.0,0.004684819839894772,0.0,0.033731240500591564,0.0645503973745009,0.0761941967907177,output-competition counterfactuals,observed,,,,
1030,2014,0.8470512137432817,0.1659941212899079,0.06439358808193996,0.39068553437266584,0.6282817020216587,91,211403120.0,0.00023536068,-9.128578e-05,0.00012234996493143413,0.50890255,0.0,1.1805661614966683,0.014510561855780368,-0.017279105933731664,0.0,0.0050414688885211945,0.0,0.005875183656078697,0.03266979562534683,0.08668362333536828,output-competition counterfactuals,observed,,,,
1030,2015,0.7897028685549778,0.23609852002353288,0.1272856197139319,0.49164817601034194,0.704884371558187,96,190807664.0,0.0013172097,-1.8174456e-05,3.720253900052484e-05,0.50890255,0.0,1.2662990598347834,-0.057348345188303895,0.07010439873362498,0.0,0.005196187179535627,0.001997909165645531,0.020440520972186793,0.059645566166245736,0.11052609555195228,output-competition counterfactuals,observed,,,,
1030,2016,0.7679327750815096,0.264053082111604,0.1115093422382172,0.5007520241175997,0.7134562488776309,92,163669264.0,-0.0014466309,8.5380205e-05,1.8685976691301676e-05,0.50890255,1.0,1.3021973178496755,-0.021770093473468255,0.027954562088071122,0.5089025497436523,0.004694038070738316,0.0029019554457506147,0.02690111303775223,0.051447138443634785,0.10498551174916998,output-competition counterfactuals,observed,,,,
1030,2017,0.7924073665676024,0.2326796676744489,0.11416382695351257,0.5561791712304319,0.7482694835598502,92,150938288.0,0.0013053194,-1.8458326e-05,-2.575195534859631e-05,0.50890255,1.0,1.261977162493589,0.024474591486092767,-0.031373414437155106,0.5089025497436523,0.0046247090213000774,0.0,0.033511406995937285,0.04740348411420473,0.09931329865037473,output-competition counterfactuals,observed,,,,
1030,2018,0.8219029124433576,0.19613300228443256,0.10557227854680483,0.4953697654472351,0.6908963448770471,80,119990936.0,-0.00057507656,-1.2503062e-05,-1.466794716975528e-05,0.50890255,1.0,1.2166887169522183,0.029495545875755202,-0.03654666539001633,0.5089025497436523,0.005378799978643656,0.00635275330226992,0.02541431307592437,0.043779484919732735,0.09419327187448738,output-competition counterfactuals,observed,,,,
1030,2019,0.7782650782456569,0.25068809529538033,0.09424147210271377,0.46995908753336196,0.683954477883422,81,99073624.0,0.0014949639,-3.8977763e-05,9.881636902520086e-05,0.50890255,1.0,1.284909252582901,-0.04363783419770062,0.05455509301094777,0.5089025497436523,0.0051415148191154,0.0,0.037722162306745244,0.08772740876820745,0.17102779289553321,output-competition counterfactuals,observed,,,,
1040,2011,0.9565789415922514,0.044391961785219154,0.1614924334739465,0.6766689958272286,0.9343103734026478,29,627511168.0,,-0.00013379224,9.927026575251574e-05,0.44992137,0.0,1.0453920283207083,,,0.0,0.012251733802258968,0.0,0.0,0.0,0.004696622191295482,output-competition counterfactuals,observed,,,,
1040,2012,0.9455174224998868,0.056022964295186335,0.15224992079011504,0.665602527899325,0.8635712247000122,37,676385280.0,6.426519e-05,0.00011965239,-1.820734728569251e-06,0.44992137,0.0,1.0576219710008778,-0.011061519092364636,0.011631002509967181,0.0,0.014420224353671074,0.0,0.0,0.008881209278787123,0.026358683512620922,output-competition counterfactuals,observed,,,,
1040,2013,0.9531422948902533,0.047991073892361034,0.11481484128241728,0.592455461963197,0.8240960569749282,45,633589632.0,7.328164e-05,2.0419071e-05,-9.85948897564981e-05,0.44992137,0.0,1.0491612903560659,0.007624872390366466,-0.0080318904028253,0.0,0.01689068041741848,0.0,0.0,0.004008872788117665,0.022490962684348276,output-competition counterfactuals,observed,,,,
1040,2014,0.9557567733142502,0.04525181952070826,0.10126982083127264,0.5770761461604751,0.820628082364804,39,817238528.0,-8.9864036e-05,4.6576093e-05,0.00012234996493143413,0.4499214,0.0,1.0462913033117502,0.00261447842399698,-0.0027392543716527745,0.0,0.019489223137497902,-0.001985753977274754,0.0,0.0,0.00042873139406708946,output-competition counterfactuals,observed,,,,
1040,2015,0.9272078516082899,0.07557751890758092,0.09923800746922493,0.5512520540353678,0.7903318456139972,40,531000608.0,7.707844e-06,-1.3045772e-05,3.720253900052484e-05,0.44992137,0.0,1.078506829148878,-0.02854892170596035,0.030325699386872663,0.0,0.014460522681474686,0.0,0.0,0.013337398889704276,0.029348611843854837,output-competition counterfactuals,observed,,,,
1040,2016,0.8998702283538645,0.10550471677223562,0.11672753960927124,0.5755567384309654,0.8275053810126665,30,350122144.0,-2.2615914e-05,-2.2299038e-07,1.8685976691301676e-05,0.44992134,1.0,1.111271346124322,-0.027337623254425347,0.029927197864654698,0.4499213397502899,0.010041510686278343,-0.015141765238456558,-0.009879895108890245,-0.004919002759408675,0.0018030550202083196,output-competition counterfactuals,observed,,,,
1040,2017,0.9413207469967565,0.060471339880657275,0.11654866184417885,0.5897440415695188,0.8338539992567249,34,331738688.0,0.00017438082,-5.6228902e-05,-2.575195534859631e-05,0.44992137,1.0,1.0623371504245043,0.041450518642891954,-0.045033376891578346,0.4499213695526123,0.010164384730160236,-0.0005620243482171786,0.0,0.0,0.0005433510039167666,output-competition counterfactuals,observed,,,,
1040,2018,0.9508980499098313,0.05034842522248711,0.13158764779800203,0.6196229539563505,0.8541825622076998,35,331007392.0,0.0002634144,3.4356424e-05,-1.466794716975528e-05,0.44992137,1.0,1.0516374495613119,0.009577302913074792,-0.010122914658170168,0.4499213695526123,0.014837974682450294,0.0,0.0,0.0,0.07903910600600952,output-competition counterfactuals,observed,,,,
1040,2019,0.8949967046017832,0.1109352427232412,0.13831201860235567,0.6342688907052729,0.8585194891397818,37,302113248.0,-0.00024770273,-1.1549743e-05,9.881636902520086e-05,0.44992137,1.0,1.1173225497460761,-0.055901345308048134,0.0605868175007541,0.4499213695526123,0.015678439289331436,0.0,0.010365063209268987,0.04981984247703408,0.12285983647457999,output-competition counterfactuals,observed,,,,
1050,2011,0.9420310384217042,0.05971705545634161,0.1470569539805295,0.6447325377683079,0.8210162248511312,44,236320624.0,,-4.4397834e-06,9.927026575251574e-05,0.38546646,0.0,1.0615361481882997,,,0.0,0.004614001139998436,0.0,0.0,0.01561299851922801,0.03723462582535119,output-competition counterfactuals,observed,,,,
1050,2012,0.9014233307916654,0.10378028622088871,0.15174609900686312,0.5657956261484551,0.7572810049669092,50,269852480.0,-1.176317e-05,5.298209e-06,-1.820734728569251e-06,0.38546646,0.0,1.1093566871868745,-0.04060770763003885,0.0440632307645471,0.0,0.005753131117671728,0.0,0.0020333971153566953,0.05189352151246483,0.08543072373756502,output-competition counterfactuals,observed,,,,
1050,2013,0.9001975942860964,0.1051409905484527,0.1096645938856757,0.5255141456845787,0.7254217793356692,64,410843648.0,7.261586e-06,-1.5537586e-05,-9.85948897564981e-05,0.38546646,0.0,1.110867221093889,-0.0012257365055690084,0.001360704327563994,0.0,0.010952560231089592,0.0,0.0,0.0,0.1035862958486854,output-competition counterfactuals,observed,,,,
1050,2014,0.8446672996498337,0.16881245738132128,0.09962382638841996,0.532772864674557,0.7221366173480591,70,426651584.0,7.192719e-05,4.0315804e-06,0.00012234996493143413,0.38546646,0.0,1.1838980867550588,-0.05553029463626269,0.06367146683286858,0.0,0.010174640454351902,0.0,0.0,0.0,0.0,output-competition counterfactuals,observed,,,,
1050,2015,0.8747004958286064,0.1338737417008736,0.08162416052571904,0.47735347723044724,0.701806970343259,70,446376704.0,-1.9241175e-05,3.213719e-07,3.720253900052484e-05,0.38546646,0.0,1.1432484659251245,0.03003319617877276,-0.03493871568044768,0.0,0.012155994772911072,0.0,0.0,0.0,0.0,output-competition counterfactuals,observed,,,,
1050,2016,0.7976314328245996,0.2261086518525079,0.08875968863070935,0.4843009478070347,0.674582658150674,68,339803200.0,-7.2360075e-05,-5.873639e-07,1.8685976691301676e-05,0.38546646,1.0,1.2537118759961177,-0.07706906300400684,0.09223491015163429,0.38546645641326904,0.009745562449097633,0.0,9.011165727401704e-05,0.012113293095219085,0.08419904252436419,output-competition counterfactuals,observed,,,,
1050,2017,0.8101581487758002,0.2105258049713332,0.1289390287420558,0.5968642723220923,0.762354033052858,65,527913536.0,-2.0818652e-07,-4.968123e-06,-2.575195534859631e-05,0.38546646,1.0,1.234326904581609,0.012526715951200584,-0.0155828468811747,0.38546645641326904,0.016175130382180214,0.0,0.0,0.0018821714673102163,0.056633140080530234,output-competition counterfactuals,observed,,,,
1050,2018,0.8210091279266477,0.1972210515322598,0.09767062623133885,0.5180000853396971,0.7158893835677487,58,213001984.0,1.4491071e-06,3.3937463e-06,-1.466794716975528e-05,0.38546646,1.0,1.2180132546459874,0.01085097915084754,-0.013304753439073391,0.38546645641326904,0.009548179805278778,0.0,0.0,0.04661516771869621,0.13845207197628434,output-competition counterfactuals,observed,,,,
1050,2019,0.8033343631657146,0.21898425921734552,0.09611114646462186,0.5327844458721134,0.7251649556922919,59,199500336.0,-4.406851e-06,-2.543745e-06,9.881636902520086e-05,0.38546646,1.0,1.2448116822231798,-0.017674764760933104,0.021763207685085717,0.38546645641326904,0.010353249497711658,0.0,0.027741064445684818,0.10223980725195622,0.17369205269090277,output-competition counterfactuals,observed,,,,
1061,2011,0.9225253199410216,0.08064045635358096,0.08771428694024358,0.5273875046919819,0.820912177561717,36,402377248.0,,1.9018995e-05,9.927026575251574e-05,0.40725896,0.0,1.0839810879813374,,,0.0,0.00785614550113678,0.0,0.0,0.0,0.03383404519595923,output-competition counterfactuals,observed,,,,
