isic4,year,markup_dispersion_wedge,counterfactual_label,scenario
2393,2016,0.017940711767899176,output-competition counterfactuals,observed
2393,2017,0.032975919311560915,output-competition counterfactuals,observed
2393,2018,0.054343153947241325,output-competition counterfactuals,observed
2393,2019,0.05429716796994267,output-competition counterfactuals,observed
2394,2011,0.08953914229170398,output-competition counterfactuals,observed
2394,2012,0.06183349940632684,output-competition counterfactuals,observed
2394,2013,0.03686740730413602,output-competition counterfactuals,observed
2394,2014,0.06758991514737295,output-competition counterfactuals,observed
2394,2015,0.11637801231616805,output-competition counterfactuals,observed
2394,2016,0.029322721955342357,output-competition counterfactuals,observed
2394,2017,0.0898025331780424,output-competition counterfactuals,observed
2394,2018,0.10730955205333662,output-competition counterfactuals,observed
2394,2019,0.41188087823098046,output-competition counterfactuals,observed
2395,2011,0.0737668598137931,output-competition counterfactuals,observed
2395,2012,0.034295723425284856,output-competition counterfactuals,observed
2395,2013,0.037312153890285804,output-competition counterfactuals,observed
2395,2014,0.03633538835000888,output-competition counterfactuals,observed
2395,2015,0.04176067595388046,output-competition counterfactuals,observed
2395,2016,0.030677336076909385,output-competition counterfactuals,observed
2395,2017,0.04405005224313835,output-competition counterfactuals,observed
2395,2018,0.0337307091751737,output-competition counterfactuals,observed
2395,2019,0.02290754535548684,output-competition counterfactuals,observed
2396,2011,0.05713266119876166,output-competition counterfactuals,observed
2396,2012,0.043309896476470496,output-competition counterfactuals,observed
2396,2013,0.05553037110179098,output-competition counterfactuals,observed
2396,2014,0.1248766615170458,output-competition counterfactuals,observed
2396,2015,0.03812229716298826,output-competition counterfactuals,observed
2396,2016,0.047782164496384345,output-competition counterfactuals,observed
2396,2017,0.07293364953958364,output-competition counterfactuals,observed
2396,2018,0.04872606875282138,output-competition counterfactuals,observed
2396,2019,0.08487756140514402,output-competition counterfactuals,observed
2399,2011,0.059555922845612626,output-competition counterfactuals,observed
2399,2012,0.029158607064880188,output-competition counterfactuals,observed
2399,2013,0.01941478372202191,output-competition counterfactuals,observed
2399,2014,0.01095488110369649,output-competition counterfactuals,observed
2399,2015,0.013080930510321836,output-competition counterfactuals,observed
2399,2016,0.026548125728121437,output-competition counterfactuals,observed
2399,2017,0.05426505296765227,output-competition counterfactuals,observed
2399,2018,0.03963639842756733,output-competition counterfactuals,observed
2399,2019,0.05474453544949171,output-competition counterfactuals,observed
2410,2011,0.008852809035372755,output-competition counterfactuals,observed
2410,2012,0.010305795422336117,output-competition counterfactuals,observed
2410,2013,0.006714934342952516,output-competition counterfactuals,observed
2410,2014,0.011714995390799435,output-competition counterfactuals,observed
2410,2015,0.019542488381761692,output-competition counterfactuals,observed
2410,2016,0.014773069812482761,output-competition counterfactuals,observed
2410,2017,0.03626138240311748,output-competition counterfactuals,observed
2410,2018,0.18466475860594347,output-competition counterfactuals,observed
2410,2019,0.09023181632778685,output-competition counterfactuals,observed
2420,2011,0.5595955539675632,output-competition counterfactuals,observed
2420,2012,1.0555371225152463,output-competition counterfactuals,observed
2420,2013,0.6694500400702412,output-competition counterfactuals,observed
2420,2014,0.14708426311869818,output-competition counterfactuals,observed
2420,2015,0.1898941288384148,output-competition counterfactuals,observed
2420,2016,0.16503286007432086,output-competition counterfactuals,observed
2420,2017,0.4470186579335495,output-competition counterfactuals,observed
2420,2018,0.10100747950881028,output-competition counterfactuals,observed
2420,2019,0.14110802999229824,output-competition counterfactuals,observed
2431,2011,0.01603735380133952,output-competition counterfactuals,observed
2431,2012,0.004393863559253705,output-competition counterfactuals,observed
2431,2013,0.004658997615241189,output-competition counterfactuals,observed
2431,2014,0.0022242984442513596,output-competition counterfactuals,observed
2431,2015,3.155582551671582e-05,output-competition counterfactuals,observed
2431,2016,0.015562349863192911,output-competition counterfactuals,observed
2431,2017,0.01348872729476544,output-competition counterfactuals,observed
2431,2018,0.005679681482999053,output-competition counterfactuals,observed
2431,2019,0.005705049805740785,output-competition counterfactuals,observed
2432,2011,0.012086825090321204,output-competition counterfactuals,observed
2432,2012,0.019720882431025002,output-competition counterfactuals,observed
2432,2013,0.006840556931411484,output-competition counterfactuals,observed
2432,2014,0.008331904896972728,output-competition counterfactuals,observed
2432,2015,0.006116430820245841,output-competition counterfactuals,observed
2432,2016,0.02454125883147434,output-competition counterfactuals,observed
2432,2017,0.03318052887520334,output-competition counterfactuals,observed
2432,2018,0.035783937498272994,output-competition counterfactuals,observed
2432,2019,0.024555502246796722,output-competition counterfactuals,observed
2511,2011,0.02090056053534557,output-competition counterfactuals,observed
2511,2012,0.05654965070047078,output-competition counterfactuals,observed
2511,2013,0.039944657303687334,output-competition counterfactuals,observed
2511,2014,0.08634432020402798,output-competition counterfactuals,observed
2511,2015,0.0328736413480428,output-competition counterfactuals,observed
2511,2016,0.03825878344588723,output-competition counterfactuals,observed
2511,2017,0.01986553364326607,output-competition counterfactuals,observed
2511,2018,0.03798767198830388,output-competition counterfactuals,observed
2511,2019,0.029553423320022754,output-competition counterfactuals,observed
2512,2011,0.006303379756941091,output-competition counterfactuals,observed
2512,2012,0.012525654932726284,output-competition counterfactuals,observed
2512,2013,0.03865482109733535,output-competition counterfactuals,observed
2512,2014,0.03645911403496476,output-competition counterfactuals,observed
2512,2015,0.045370275092781756,output-competition counterfactuals,observed
2512,2016,0.05826577030945443,output-competition counterfactuals,observed
2512,2017,0.05729745394748659,output-competition counterfactuals,observed
2512,2018,0.025954609351243225,output-competition counterfactuals,observed
2512,2019,0.02153518124609469,output-competition counterfactuals,observed
2513,2015,3.1337624819355556e-07,output-competition counterfactuals,observed
2513,2016,0.0,output-competition counterfactuals,observed
2513,2017,0.06995401910895023,output-competition counterfactuals,observed
2513,2018,0.09330771544338824,output-competition counterfactuals,observed
2513,2019,0.0995922393284768,output-competition counterfactuals,observed
2520,2012,0.0347016317243187,output-competition counterfactuals,observed
2520,2013,0.08256199596212158,output-competition counterfactuals,observed
2520,2014,0.1270692707619196,output-competition counterfactuals,observed
2520,2015,0.09389482531376435,output-competition counterfactuals,observed
2520,2016,0.0888563745577464,output-competition counterfactuals,observed
2520,2017,0.06749449354621469,output-competition counterfactuals,observed
2520,2018,0.08294076168126084,output-competition counterfactuals,observed
2520,2019,0.11085576142931351,output-competition counterfactuals,observed
2591,2011,0.01970137803630615,output-competition counterfactuals,observed
2591,2012,0.02381772984853163,output-competition counterfactuals,observed
2591,2013,0.019620397889897334,output-competition counterfactuals,observed
2591,2014,0.028500720604420063,output-competition counterfactuals,observed
2591,2015,0.05308773107163651,output-competition counterfactuals,observed
2591,2016,0.03400636539787086,output-competition counterfactuals,observed
2591,2017,0.047085182720882725,output-competition counterfactuals,observed
2591,2018,0.03850163144446639,output-competition counterfactuals,observed
2591,2019,0.0593379592017302,output-competition counterfactuals,observed
2592,2011,0.02525437989850248,output-competition counterfactuals,observed
2592,2012,0.04767145042921324,output-competition counterfactuals,observed
2592,2013,0.028501406829824476,output-competition counterfactuals,observed
2592,2014,0.04948867798643493,output-competition counterfactuals,observed
2592,2015,0.03039405157834607,output-competition counterfactuals,observed
2592,2016,0.04537319245462404,output-competition counterfactuals,observed
2592,2017,0.03774589805406505,output-competition counterfactuals,observed
2592,2018,0.09105046254585392,output-competition counterfactuals,observed
2592,2019,0.07218367025106838,output-competition counterfactuals,observed
2593,2011,0.06140209671293062,output-competition counterfactuals,observed
2593,2012,0.06489371206126528,output-competition counterfactuals,observed
2593,2013,0.033002497051008904,output-competition counterfactuals,observed
2593,2014,0.03590691421200291,output-competition counterfactuals,observed
2593,2015,0.04531401044042089,output-competition counterfactuals,observed
2593,2016,0.03920276225367226,output-competition counterfactuals,observed
2593,2017,0.029831778130318454,output-competition counterfactuals,observed
2593,2018,0.04560783493071095,output-competition counterfactuals,observed
2593,2019,0.03867137694023748,output-competition counterfactuals,observed
2599,2011,0.02743942451086376,output-competition counterfactuals,observed
2599,2012,0.03529970284136756,output-competition counterfactuals,observed
2599,2013,0.03613956243682584,output-competition counterfactuals,observed
2599,2014,0.04854987159727817,output-competition counterfactuals,observed
2599,2015,0.0309760470491312,output-competition counterfactuals,observed
2599,2016,0.03929042860515801,output-competition counterfactuals,observed
2599,2017,0.047899487559292964,output-competition counterfactuals,observed
2599,2018,0.08207742164413002,output-competition counterfactuals,observed
2599,2019,0.11210998660440918,output-competition counterfactuals,observed
2610,2011,0.08594333072129544,output-competition counterfactuals,observed
2610,2012,0.11339584232423938,output-competition counterfactuals,observed
2610,2013,0.11070998855870216,output-competition counterfactuals,observed
2610,2014,0.17294674277587563,output-competition counterfactuals,observed
2610,2015,0.09569533223224778,output-competition counterfactuals,observed
2610,2016,0.1628858406062052,output-competition counterfactuals,observed
2610,2017,0.12848294043825098,output-competition counterfactuals,observed
2610,2018,0.7072792971264751,output-competition counterfactuals,observed
2610,2019,0.6301146557692695,output-competition counterfactuals,observed
2620,2011,0.0010975766920271503,output-competition counterfactuals,observed
2620,2012,0.005806518763911113,output-competition counterfactuals,observed
2630,2011,0.02163088988071499,output-competition counterfactuals,observed
2630,2012,0.09213202430725835,output-competition counterfactuals,observed
2630,2013,0.11577399220441802,output-competition counterfactuals,observed
2630,2014,0.012603650774136846,output-competition counterfactuals,observed
2630,2015,0.13721363374997447,output-competition counterfactuals,observed
2630,2016,0.2248544254350238,output-competition counterfactuals,observed
2630,2017,0.01902712357848549,output-competition counterfactuals,observed
2630,2018,0.03302375701631018,output-competition counterfactuals,observed
2630,2019,0.01664996184650036,output-competition counterfactuals,observed
2640,2011,0.014331317199298801,output-competition counterfactuals,observed
2640,2012,0.0958319492632691,output-competition counterfactuals,observed
2640,2013,0.34460618466139736,output-competition counterfactuals,observed
2640,2014,0.3638111743614053,output-competition counterfactuals,observed
2640,2015,0.001948825434467127,output-competition counterfactuals,observed
2640,2016,0.004484273982744924,output-competition counterfactuals,observed
2640,2017,0.0027440674054051493,output-competition counterfactuals,observed
2640,2018,0.14002829430882074,output-competition counterfactuals,observed
2640,2019,0.031783312949497086,output-competition counterfactuals,observed
2651,2011,0.026799745831092996,output-competition counterfactuals,observed
2651,2012,0.03226332279504893,output-competition counterfactuals,observed
2651,2013,0.023239501759141152,output-competition counterfactuals,observed
2651,2014,0.042225123048693025,output-competition counterfactuals,observed
2651,2015,0.09443858600070365,output-competition counterfactuals,observed
2651,2016,0.03924800435095326,output-competition counterfactuals,observed
2651,2017,0.05773149061058295,output-competition counterfactuals,observed
2651,2018,0.050680795731520935,output-competition counterfactuals,observed
2651,2019,0.04118790064963094,output-competition counterfactuals,observed
2660,2014,0.05529841380838624,output-competition counterfactuals,observed
2660,2015,0.053747430489764735,output-competition counterfactuals,observed
2660,2016,0.09010699829684526,output-competition counterfactuals,observed
2660,2017,0.017254004683695267,output-competition counterfactuals,observed
2660,2018,0.03812101482200235,output-competition counterfactuals,observed
2660,2019,0.0794177384449966,output-competition counterfactuals,observed
2670,2017,0.09451922769554394,output-competition counterfactuals,observed
2670,2018,0.05487117034701669,output-competition counterfactuals,observed
2670,2019,0.047184365855864316,output-competition counterfactuals,observed
2710,2011,0.05988647987212094,output-competition counterfactuals,observed
2710,2012,0.054274503544835526,output-competition counterfactuals,observed
2710,2013,0.07313143872035303,output-competition counterfactuals,observed
2710,2014,0.07742976276412245,output-competition counterfactuals,observed
2710,2015,0.046249750944791966,output-competition counterfactuals,observed
2710,2016,0.06784482787671665,output-competition counterfactuals,observed
2710,2017,0.06717293739924922,output-competition counterfactuals,observed
2710,2018,0.064242671320837,output-competition counterfactuals,observed
2710,2019,0.05272854395216943,output-competition counterfactuals,observed
2720,2011,2.2962155712491473e-05,output-competition counterfactuals,observed
2720,2012,0.01619177627390513,output-competition counterfactuals,observed
2720,2014,0.0003433698396915293,output-competition counterfactuals,observed
2720,2015,0.24927725633623865,output-competition counterfactuals,observed
2733,2011,0.23953467352187863,output-competition counterfactuals,observed
2733,2012,0.2455304511195585,output-competition counterfactuals,observed
2733,2013,0.22167226008965643,output-competition counterfactuals,observed
2733,2014,0.009095854204743051,output-competition counterfactuals,observed
2733,2015,0.0064566243445360536,output-competition counterfactuals,observed
2733,2016,0.24186710705081568,output-competition counterfactuals,observed
2733,2017,0.10537283446682051,output-competition counterfactuals,observed
2733,2018,0.1119158770358219,output-competition counterfactuals,observed
2733,2019,0.14079905384299404,output-competition counterfactuals,observed
2740,2011,0.020446304856820433,output-competition counterfactuals,observed
2740,2012,0.09478368406619697,output-competition counterfactuals,observed
2740,2013,0.04122623812559055,output-competition counterfactuals,observed
2740,2014,0.0427571074386896,output-competition counterfactuals,observed
2740,2015,0.05365138267324424,output-competition counterfactuals,observed
2740,2016,0.06667756569251322,output-competition counterfactuals,observed
2740,2017,0.0779296607738733,output-competition counterfactuals,observed
2740,2018,0.04732788164425946,output-competition counterfactuals,observed
2740,2019,0.15365409086521578,output-competition counterfactuals,observed
2750,2011,0.024636630882488266,output-competition counterfactuals,observed
2750,2012,0.12352644629584386,output-competition counterfactuals,observed
2750,2013,0.01667202258138058,output-competition counterfactuals,observed
2750,2014,0.01913733840109244,output-competition counterfactuals,observed
2750,2015,0.058942209011550034,output-competition counterfactuals,observed
2750,2016,0.06411111927119485,output-competition counterfactuals,observed
2750,2017,0.09327242210660787,output-competition counterfactuals,observed
2750,2018,0.11432346497868087,output-competition counterfactuals,observed
2750,2019,0.12342635333528652,output-competition counterfactuals,observed
2790,2011,0.042317233271204666,output-competition counterfactuals,observed
2790,2012,0.017658992072407172,output-competition counterfactuals,observed
2790,2013,0.001544156941237827,output-competition counterfactuals,observed
2790,2014,0.013255679885742888,output-competition counterfactuals,observed
2790,2015,0.009591886524042244,output-competition counterfactuals,observed
2790,2016,0.09641188175719229,output-competition counterfactuals,observed
2790,2017,0.10626374689678102,output-competition counterfactuals,observed
2790,2018,0.08084117936118723,output-competition counterfactuals,observed
2790,2019,0.03640062885595201,output-competition counterfactuals,observed
2811,2012,0.00023776812259295984,output-competition counterfactuals,observed
2811,2013,0.00249480950662818,output-competition counterfactuals,observed
2811,2014,0.008325001678407384,output-competition counterfactuals,observed
2811,2015,0.016428621686235455,output-competition counterfactuals,observed
2811,2016,0.005739073497571558,output-competition counterfactuals,observed
2811,2017,0.02188902436430932,output-competition counterfactuals,observed
2811,2018,0.05669166062162317,output-competition counterfactuals,observed
2811,2019,0.05598482566109793,output-competition counterfactuals,observed
2813,2011,0.017077083909570117,output-competition counterfactuals,observed
2813,2012,0.021468320859442894,output-competition counterfactuals,observed
2813,2013,0.016962471366301423,output-competition counterfactuals,observed
2813,2014,0.04508047522393609,output-competition counterfactuals,observed
2813,2015,0.07054844088980138,output-competition counterfactuals,observed
2813,2016,0.04709248339138464,output-competition counterfactuals,observed
2813,2017,0.051072702905563275,output-competition counterfactuals,observed
2813,2018,0.060905186619587416,output-competition counterfactuals,observed
2813,2019,0.04103329935917236,output-competition counterfactuals,observed
2814,2011,0.013091724046288866,output-competition counterfactuals,observed
2814,2012,0.045254487241133054,output-competition counterfactuals,observed
2814,2013,0.010460942672813162,output-competition counterfactuals,observed
2814,2014,0.011711335105557594,output-competition counterfactuals,observed
2814,2015,0.04094661630538605,output-competition counterfactuals,observed
2814,2016,0.03823342543161435,output-competition counterfactuals,observed
2814,2017,0.023468059028994598,output-competition counterfactuals,observed
2814,2018,0.023758468728306347,output-competition counterfactuals,observed
2814,2019,0.008392687836782436,output-competition counterfactuals,observed
2815,2011,0.014135190663520019,output-competition counterfactuals,observed
2815,2012,0.013931168421044493,output-competition counterfactuals,observed
2815,2013,0.06879204197575714,output-competition counterfactuals,observed
2815,2014,0.03334474269670286,output-competition counterfactuals,observed
2815,2015,0.017782454093609353,output-competition counterfactuals,observed
2815,2016,0.017297398465904047,output-competition counterfactuals,observed
2815,2017,0.8848228570571429,output-competition counterfactuals,observed
2815,2018,0.4821414894519163,output-competition counterfactuals,observed
2815,2019,0.08145765463717966,output-competition counterfactuals,observed
2816,2011,0.04710970413718657,output-competition counterfactuals,observed
2816,2012,0.079391380451267,output-competition counterfactuals,observed
2816,2013,0.03281340231618518,output-competition counterfactuals,observed
2816,2014,0.09656045407643858,output-competition counterfactuals,observed
2816,2015,0.07896199674674893,output-competition counterfactuals,observed
2816,2016,0.06534225640089751,output-competition counterfactuals,observed
2816,2017,0.04000007417467004,output-competition counterfactuals,observed
2816,2018,0.1163049574814511,output-competition counterfactuals,observed
2816,2019,0.10805049586420845,output-competition counterfactuals,observed
2819,2011,0.1299593033288714,output-competition counterfactuals,observed
2819,2012,0.231569562021893,output-competition counterfactuals,observed
2819,2013,0.17164696666368962,output-competition counterfactuals,observed
2819,2014,0.03541435533764267,output-competition counterfactuals,observed
2819,2015,0.04276672953631053,output-competition counterfactuals,observed
2819,2016,0.05289535105145271,output-competition counterfactuals,observed
2819,2017,0.04538263858060365,output-competition counterfactuals,observed
2819,2018,0.048052387788218937,output-competition counterfactuals,observed
2819,2019,0.140126609327176,output-competition counterfactuals,observed
2821,2011,0.046876777769912045,output-competition counterfactuals,observed
2821,2012,0.018050248658410276,output-competition counterfactuals,observed
2821,2013,0.06469526708672256,output-competition counterfactuals,observed
2821,2014,0.06455604805229748,output-competition counterfactuals,observed
2821,2015,0.015526458605853917,output-competition counterfactuals,observed
2821,2016,0.016113923765529847,output-competition counterfactuals,observed
2821,2017,0.0165419441690923,output-competition counterfactuals,observed
2821,2018,0.01851686301454658,output-competition counterfactuals,observed
2821,2019,0.017167093893578653,output-competition counterfactuals,observed
2822,2011,0.06594256221339155,output-competition counterfactuals,observed
2822,2012,0.07378765824593048,output-competition counterfactuals,observed
2822,2013,0.11055889339693681,output-competition counterfactuals,observed
2822,2014,0.062468148719359226,output-competition counterfactuals,observed
2822,2015,0.07090688210943148,output-competition counterfactuals,observed
2822,2016,0.058487248692839555,output-competition counterfactuals,observed
2822,2017,0.055125057285156535,output-competition counterfactuals,observed
2822,2018,0.187157542105426,output-competition counterfactuals,observed
2822,2019,0.20135571730698182,output-competition counterfactuals,observed
2823,2011,0.006218969747655837,output-competition counterfactuals,observed
2823,2012,0.004942545982307352,output-competition counterfactuals,observed
2823,2013,0.004646295337654328,output-competition counterfactuals,observed
2823,2014,0.034969537056898425,output-competition counterfactuals,observed
2823,2015,0.03733130081668749,output-competition counterfactuals,observed
2823,2016,0.08568469871288739,output-competition counterfactuals,observed
2823,2017,0.10601512177119178,output-competition counterfactuals,observed
2823,2018,0.046282059596446753,output-competition counterfactuals,observed
2823,2019,0.03145670424280999,output-competition counterfactuals,observed
2824,2011,0.017255720054594945,output-competition counterfactuals,observed
2824,2012,0.1058402531271351,output-competition counterfactuals,observed
2824,2013,0.07540881877326648,output-competition counterfactuals,observed
2824,2014,0.06429577639023543,output-competition counterfactuals,observed
2824,2015,0.09792275727471367,output-competition counterfactuals,observed
2824,2016,0.06126602912327682,output-competition counterfactuals,observed
2824,2017,0.12652209143133264,output-competition counterfactuals,observed
2824,2018,0.12444597932694268,output-competition counterfactuals,observed
2824,2019,0.14097870736970036,output-competition counterfactuals,observed
2825,2011,0.022831271661598717,output-competition counterfactuals,observed
2825,2012,0.02615808427843205,output-competition counterfactuals,observed
2825,2013,0.012722253445930365,output-competition counterfactuals,observed
2825,2014,0.00958592079832983,output-competition counterfactuals,observed
2825,2015,0.015828297251272043,output-competition counterfactuals,observed
2825,2016,0.020203505139785177,output-competition counterfactuals,observed
2825,2017,0.023210715619267512,output-competition counterfactuals,observed
2825,2018,0.05028037899506174,output-competition counterfactuals,observed
2825,2019,0.03419404998384498,output-competition counterfactuals,observed
2826,2011,0.05363356768906659,output-competition counterfactuals,observed
2826,2012,0.010899639264264207,output-competition counterfactuals,observed
2826,2013,0.03148814351361791,output-competition counterfactuals,observed
2826,2014,0.016069760358399684,output-competition counterfactuals,observed
2826,2015,0.02661910589587231,output-competition counterfactuals,observed
2826,2016,0.012397083487722487,output-competition counterfactuals,observed
2826,2017,0.09429471888329231,output-competition counterfactuals,observed
2826,2018,0.1020349866912923,output-competition counterfactuals,observed
2826,2019,0.07824361830723187,output-competition counterfactuals,observed
2829,2011,0.09681369178080163,output-competition counterfactuals,observed
2829,2012,0.09984186391914047,output-competition counterfactuals,observed
2829,2013,0.09696257765490526,output-competition counterfactuals,observed
2829,2014,0.11858724218391267,output-competition counterfactuals,observed
2829,2015,0.05108591426909271,output-competition counterfactuals,observed
2829,2016,0.04611532524369986,output-competition counterfactuals,observed
2829,2017,0.04193970413777843,output-competition counterfactuals,observed
2829,2018,0.06490320982615062,output-competition counterfactuals,observed
2829,2019,0.051013520199721274,output-competition counterfactuals,observed
2910,2011,0.002543766809299063,output-competition counterfactuals,observed
2910,2012,0.30266672385776955,output-competition counterfactuals,observed
2910,2013,0.07213160159757918,output-competition counterfactuals,observed
2910,2014,0.006031942062319906,output-competition counterfactuals,observed
2910,2015,0.006596522563568338,output-competition counterfactuals,observed
2910,2016,0.019000250482189326,output-competition counterfactuals,observed
2910,2017,0.0013492972516170078,output-competition counterfactuals,observed
2910,2018,0.018849305523601857,output-competition counterfactuals,observed
2910,2019,0.0004874592756777937,output-competition counterfactuals,observed
2920,2011,0.030423550599112673,output-competition counterfactuals,observed
2920,2012,0.05004589235352917,output-competition counterfactuals,observed
2920,2013,0.007561989998531126,output-competition counterfactuals,observed
2920,2014,0.04239363200525941,output-competition counterfactuals,observed
2920,2015,0.01576853966103443,output-competition counterfactuals,observed
2920,2016,0.013119184156858851,output-competition counterfactuals,observed
2920,2017,0.012050492429529215,output-competition counterfactuals,observed
2920,2018,0.04322056068736954,output-competition counterfactuals,observed
2920,2019,0.03814741034489557,output-competition counterfactuals,observed
2930,2011,0.0212330847821886,output-competition counterfactuals,observed
2930,2012,0.025212292526122008,output-competition counterfactuals,observed
2930,2013,0.02278658520643022,output-competition counterfactuals,observed
2930,2014,0.020783652049908008,output-competition counterfactuals,observed
2930,2015,0.028955333995090166,output-competition counterfactuals,observed
2930,2016,0.029072892790894533,output-competition counterfactuals,observed
2930,2017,0.010288322803680002,output-competition counterfactuals,observed
2930,2018,0.019344719751353226,output-competition counterfactuals,observed
2930,2019,0.015499360742454098,output-competition counterfactuals,observed
3011,2011,0.27761668259019495,output-competition counterfactuals,observed
3011,2012,4.645512911413739,output-competition counterfactuals,observed
3011,2013,0.09904731248919636,output-competition counterfactuals,observed
3011,2014,0.0705339842255631,output-competition counterfactuals,observed
3011,2015,0.4627241814633465,output-competition counterfactuals,observed
3011,2016,0.07385419890550432,output-competition counterfactuals,observed
3011,2017,0.04469832283245316,output-competition counterfactuals,observed
3011,2018,0.04598004887170403,output-competition counterfactuals,observed
3011,2019,0.11858772839206055,output-competition counterfactuals,observed
3012,2011,0.007531440840387342,output-competition counterfactuals,observed
3012,2012,0.09349662339112097,output-competition counterfactuals,observed
3012,2013,0.12202841855063612,output-competition counterfactuals,observed
3012,2014,0.09141084954347324,output-competition counterfactuals,observed
3012,2015,0.028961180572970785,output-competition counterfactuals,observed
3012,2016,0.04793342283852354,output-competition counterfactuals,observed
3012,2017,0.03958415563858821,output-competition counterfactuals,observed
3012,2018,0.0027180503311479325,output-competition counterfactuals,observed
3012,2019,0.010963121288594604,output-competition counterfactuals,observed
3030,2011,0.0101251682581317,output-competition counterfactuals,observed
3030,2012,0.0043327866980394725,output-competition counterfactuals,observed
3030,2013,0.057311339504241485,output-competition counterfactuals,observed
3030,2014,0.014817466740066542,output-competition counterfactuals,observed
3030,2015,0.017797594656371554,output-competition counterfactuals,observed
3030,2016,0.14361937019394888,output-competition counterfactuals,observed
3030,2017,0.12484987667060313,output-competition counterfactuals,observed
3030,2018,0.41282200177169476,output-competition counterfactuals,observed
3030,2019,0.03157407690506872,output-competition counterfactuals,observed
3091,2015,0.014578774798261335,output-competition counterfactuals,observed
3091,2016,0.003952187829101463,output-competition counterfactuals,observed
3091,2017,6.622976350190098e-05,output-competition counterfactuals,observed
3091,2018,0.015412404896353803,output-competition counterfactuals,observed
3091,2019,0.0006927045576377108,output-competition counterfactuals,observed
3099,2011,0.02747961412270066,output-competition counterfactuals,observed
3099,2012,0.028717216272974484,output-competition counterfactuals,observed
3099,2013,0.028529943997078644,output-competition counterfactuals,observed
3099,2014,0.017261421283194328,output-competition counterfactuals,observed
3099,2015,0.028771734866882493,output-competition counterfactuals,observed
3099,2016,0.04273784696128656,output-competition counterfactuals,observed
3099,2017,0.010905474240572045,output-competition counterfactuals,observed
3099,2018,0.008921095412137104,output-competition counterfactuals,observed
3099,2019,0.01033344138886943,output-competition counterfactuals,observed
3100,2011,0.08866358070332082,output-competition counterfactuals,observed
3100,2012,0.07600025266559553,output-competition counterfactuals,observed
3100,2013,0.08589761651638489,output-competition counterfactuals,observed
3100,2014,0.06915194075732065,output-competition counterfactuals,observed
3100,2015,0.09187207046726062,output-competition counterfactuals,observed
3100,2016,0.07407019635049895,output-competition counterfactuals,observed
3100,2017,0.07056387413395872,output-competition counterfactuals,observed
3100,2018,0.07207657318623867,output-competition counterfactuals,observed
3100,2019,0.054299860151617654,output-competition counterfactuals,observed
3211,2011,0.010082707044272471,output-competition counterfactuals,observed
3211,2012,0.02513197624553656,output-competition counterfactuals,observed
3211,2013,0.027930856108377235,output-competition counterfactuals,observed
3211,2014,0.0041302046347803266,output-competition counterfactuals,observed
3211,2015,0.003543749042080287,output-competition counterfactuals,observed
3211,2016,0.00010502989425485723,output-competition counterfactuals,observed
3211,2017,0.0059360412612136145,output-competition counterfactuals,observed
3211,2018,0.004158486947260681,output-competition counterfactuals,observed
3211,2019,0.0006362618376541335,output-competition counterfactuals,observed
3230,2011,0.06391522412172909,output-competition counterfactuals,observed
3230,2012,0.05469665650554287,output-competition counterfactuals,observed
3230,2013,0.06307873812777388,output-competition counterfactuals,observed
3230,2014,0.14195662986362503,output-competition counterfactuals,observed
3230,2015,0.07461518193374304,output-competition counterfactuals,observed
3230,2016,0.1004978946607032,output-competition counterfactuals,observed
3230,2017,0.09495435240206056,output-competition counterfactuals,observed
3230,2018,0.15588498161787884,output-competition counterfactuals,observed
3230,2019,0.04109078244353337,output-competition counterfactuals,observed
3240,2011,0.12226869655915679,output-competition counterfactuals,observed
3240,2012,0.09886191380796891,output-competition counterfactuals,observed
3240,2013,0.1352185884090016,output-competition counterfactuals,observed
3240,2014,0.12178825295927022,output-competition counterfactuals,observed
3240,2015,0.09932670839865002,output-competition counterfactuals,observed
3240,2016,0.08623205421542733,output-competition counterfactuals,observed
3240,2017,0.062335448238366696,output-competition counterfactuals,observed
3240,2018,0.004726353020457068,output-competition counterfactuals,observed
3240,2019,0.13477257318260533,output-competition counterfactuals,observed
3250,2011,0.2138877009595501,output-competition counterfactuals,observed
3250,2012,0.15483683756946548,output-competition counterfactuals,observed
3250,2013,0.1105652227241691,output-competition counterfactuals,observed
3250,2014,0.08017955430012931,output-competition counterfactuals,observed
3250,2015,0.13963985178047925,output-competition counterfactuals,observed
3250,2016,0.15591053573148275,output-competition counterfactuals,observed
3250,2017,0.1957625076550158,output-competition counterfactuals,observed
3250,2018,0.23690643172871312,output-competition counterfactuals,observed
3250,2019,0.20207515684412347,output-competition counterfactuals,observed
3290,2011,0.05663899446610574,output-competition counterfactuals,observed
3290,2012,0.05712002100713702,output-competition counterfactuals,observed
3290,2013,0.05758853100551575,output-competition counterfactuals,observed
3290,2014,0.0877698965490021,output-competition counterfactuals,observed
3290,2015,0.057703869275739346,output-competition counterfactuals,observed
3290,2016,0.06372744064707425,output-competition counterfactuals,observed
3290,2017,0.09784398733680554,output-competition counterfactuals,observed
3290,2018,0.10501721992433447,output-competition counterfactuals,observed
3290,2019,0.1013627453999813,output-competition counterfactuals,observed
1010,2011,0.021937483318467243,output-competition counterfactuals,no_output
1010,2012,0.02402504729416648,output-competition counterfactuals,no_output
1010,2013,0.029802255285973835,output-competition counterfactuals,no_output
1010,2014,0.010042552995777538,output-competition counterfactuals,no_output
